s_name,aumdate,aumtotal,classification,schemecode
Sundaram Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,661.6,Debt : Overnight,42000
ICICI Pru BSE Liquid Rate ETF(G),2025-06-30T00:00:00.000Z,658.66,Debt : ETFs,49518
HSBC Medium Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,654.65,Debt : Medium Duration,31014
HDFC Nifty G-Sec Sep 2032 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,653.69,Debt : Gilt,46872
Aditya Birla SL ESG Integration Strategy Fund-Reg(G),2025-06-30T00:00:00.000Z,652.99,Equity : Thematic,44736
HSBC Credit Risk Fund-Reg(G),2025-06-30T00:00:00.000Z,651.03,Debt : Credit Risk,8016
HSBC Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,649.44,Hybrid : Equity Oriented,15304
UTI Nifty200 Quality 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,648.2,Equity : Index Funds,49144
HSBC Low Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,644.29,Debt : Low Duration,13350
Quant BFSI Fund-Reg(G),2025-06-30T00:00:00.000Z,642.08,Equity : Sectoral - Financial Services,47989
UTI Gilt Fund-Reg(G),2025-06-30T00:00:00.000Z,639.15,Debt : Gilt,3560
Aditya Birla SL CRISIL IBX Gilt Apr 2029 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,639.0,Debt : Gilt,46950
Mahindra Manulife Low Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,637.63,Debt : Low Duration,36894
ICICI Pru Nifty Bank Index Fund-Reg(G),2025-06-30T00:00:00.000Z,636.65,Equity : Index Funds,45994
Aditya Birla SL Gold Fund(G),2025-06-30T00:00:00.000Z,636.11,Gold : MFs,16220
Navi Nifty Bank Index Fund-Reg(G),2025-06-30T00:00:00.000Z,634.37,Equity : Index Funds,45873
Baroda BNP Paribas Health and Wellness Fund-Reg(G),2025-06-30T00:00:00.000Z,630.97,Equity : Sectoral - Pharma,49985
Mahindra Manulife Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,623.82,Hybrid : Multi Asset Allocation,48449
Mirae Asset S&P 500 Top 50 ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,621.54,FoFs : Overseas,45836
Kotak Technology Fund-Reg(G),2025-06-30T00:00:00.000Z,620.46,Equity : Sectoral - Technology,48587
PGIM India Large Cap Fund(G),2025-06-30T00:00:00.000Z,619.98,Equity : Large Cap,758
LIC MF Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,619.22,Hybrid : Multi Asset Allocation,49465
Mirae Asset Nifty SDL Jun 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,615.62,Debt : Medium to Long Duration,46134
LIC MF Dividend Yield Fund-Reg(G),2025-06-30T00:00:00.000Z,613.32,Equity : Thematic - Dividend Yield,41332
ICICI Pru Nifty FMCG ETF,2025-06-30T00:00:00.000Z,610.21,Equity : ETFs,45651
ICICI Pru CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Reg(G),2025-06-30T00:00:00.000Z,609.41,Debt : Ultra Short Duration,49708
Bank of India Mfg & Infra Fund-Reg(G),2025-06-30T00:00:00.000Z,606.65,Equity : Sectoral - Infrastructure,8484
LIC MF Small Cap Fund(G),2025-06-30T00:00:00.000Z,604.52,Equity : Small Cap,36914
Nippon India Nifty Next 50 Junior BeES FoF-Reg(G),2025-06-30T00:00:00.000Z,598.94,FoFs : Domestic,40664
HDFC MNC Fund-Reg(G),2025-06-30T00:00:00.000Z,596.63,Equity : Thematic - MNC,47648
Baroda BNP Paribas Business Cycle Fund-Reg(G),2025-06-30T00:00:00.000Z,595.46,Equity : Thematic,45686
Bajaj Finserv Consumption Fund-Reg(G),2025-06-30T00:00:00.000Z,594.62,Equity : Thematic - Consumption,49345
SBI FMP-67-1467D-Reg(G),2025-06-30T00:00:00.000Z,593.87,Debt : FTP/FMP,46703
Union Business Cycle Fund-Reg(G),2025-06-30T00:00:00.000Z,591.18,Equity : Thematic,48599
ICICI Pru Nifty 200 Momentum 30 ETF,2025-06-30T00:00:00.000Z,590.25,Equity : ETFs,46682
Motilal Oswal Nifty India Defence ETF,2025-06-30T00:00:00.000Z,586.65,Equity : ETFs,49103
Canara Rob Ultra Short Term Fund-Reg(G),2025-06-30T00:00:00.000Z,583.17,Debt : Ultra Short Duration,5902
ICICI Pru Nifty 200 Momentum 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,582.21,Equity : Index Funds,46683
DSP Nifty 50 Equal Weight ETF,2025-06-30T00:00:00.000Z,581.49,Equity : ETFs,45715
Invesco India Gilt Fund(G),2025-06-30T00:00:00.000Z,580.3,Debt : Gilt,4378
Nippon India Income Plus Arbitrage Active FoF-Reg(G),2025-06-30T00:00:00.000Z,579.71,FoFs : Domestic,49936
UTI BSE Low Volatility Index Fund-Reg(G),2025-06-30T00:00:00.000Z,579.37,Equity : Index Funds,46409
Union Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,579.25,Debt : Short Duration,49467
Motilal Oswal Ultra Short Term Fund-Reg(G),2025-06-30T00:00:00.000Z,578.13,Debt : Ultra Short Duration,22532
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,577.13,Debt : Medium to Long Duration,46730
Bank of India Business Cycle Fund-Reg(G),2025-06-30T00:00:00.000Z,575.53,Equity : Thematic,48964
Axis Greater China Equity FoF-Reg(G),2025-06-30T00:00:00.000Z,571.9,FoFs : Overseas,44318
TRUSTMF Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,571.75,Debt : Liquid,45451
Mahindra Manulife Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,571.37,Hybrid : Equity Oriented,36671
DSP Floater Fund-Reg(G),2025-06-30T00:00:00.000Z,569.07,Debt : Floater,45396
Bandhan Transportation and Logistics Fund-Reg(G),2025-06-30T00:00:00.000Z,565.52,Equity : Sectoral - Auto,46986
ITI Large Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,557.42,Equity : Large Cap,44400
Tata Housing Opportunities Fund-Reg(G),2025-06-30T00:00:00.000Z,554.44,Equity : Thematic,46764
WOC Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,552.9,Hybrid : Arbitrage,48900
ICICI Pru Nifty IT Index Fund-Reg(G),2025-06-30T00:00:00.000Z,548.99,Equity : Index Funds,46707
UTI Nifty 500 Value 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,545.56,Equity : Index Funds,47577
Axis Global Innovation FoF-Reg(G),2025-06-30T00:00:00.000Z,544.77,FoFs : Overseas,45539
LIC MF Aggressive Hybrid Fund(G),2025-06-30T00:00:00.000Z,544.52,Hybrid : Equity Oriented,2085
Franklin India Banking & PSU Debt Fund(G),2025-06-30T00:00:00.000Z,543.34,Debt : Banking & PSU,28458
WOC Quality Equity Fund-Reg(G),2025-06-30T00:00:00.000Z,543.09,Equity : Thematic,49192
ICICI Pru Nifty Smallcap 250 Index Fund(G),2025-06-30T00:00:00.000Z,541.12,Equity : Index Funds,45684
JM Large Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,539.68,Equity : Large Cap,1858
Mirae Asset Nifty 1D Rate Liquid ETF(IDCW),2025-06-30T00:00:00.000Z,539.4,Debt : ETFs,48119
Bandhan CRISIL IBX 90:10 SDL Plus Gilt - April 2032 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,538.37,Debt : Long Duration,46814
ITI Focused Fund-Reg(G),2025-06-30T00:00:00.000Z,538.1,Equity : Flexi Cap,45722
Axis Nifty Smallcap 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,536.59,Equity : Index Funds,45856
HDFC BSE Sensex ETF,2025-06-30T00:00:00.000Z,535.95,Equity : ETFs,34084
Quantum Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,534.14,Debt : Liquid,19756
Franklin India Overnight Fund(G),2025-06-30T00:00:00.000Z,532.23,Debt : Overnight,43438
HDFC NIFTY Smallcap 250 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,530.72,Equity : Index Funds,47916
Franklin India Retirement Fund(G),2025-06-30T00:00:00.000Z,525.99,Hybrid : Solution Oriented,3396
Axis Long Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,525.91,Debt : Long Duration,46626
SBI Nifty Private Bank ETF,2025-06-30T00:00:00.000Z,524.43,Equity : ETFs,36351
DSP NIFTY 1D Rate Liquid ETF,2025-06-30T00:00:00.000Z,521.22,Debt : ETFs,38904
HSBC Income Plus Arbitrage Active FOF-Reg(G),2025-06-30T00:00:00.000Z,519.53,FoFs : Domestic,28311
WOC Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,517.28,Debt : Liquid,42211
Edelweiss Low Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,513.53,Debt : Low Duration,49709
Mahindra Manulife Consumption Fund-Reg(G),2025-06-30T00:00:00.000Z,513.13,Equity : Thematic - Consumption,38749
Kotak Global Innovation FoF-Reg(G),2025-06-30T00:00:00.000Z,507.88,FoFs : Overseas,45334
SBI BSE PSU Bank ETF,2025-06-30T00:00:00.000Z,505.33,Equity : ETFs,49725
Bandhan Nifty Alpha 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,502.08,Equity : Index Funds,48314
WOC Ultra Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,500.48,Debt : Ultra Short Duration,42221
LIC MF ULIS,2025-06-30T00:00:00.000Z,497.66,Hybrid : Solution Oriented,2154
ICICI Pru Nifty 10 yr Benchmark G-Sec ETF,2025-06-30T00:00:00.000Z,496.38,Debt : Gilt (10 Yr Constant Duration),47331
Invesco India Business Cycle Fund-Reg(G),2025-06-30T00:00:00.000Z,494.67,Equity : Thematic,49315
HDFC Nifty LargeMidcap 250 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,493.93,Equity : Index Funds,48969
Invesco India ESG Integration Strategy Fund-Reg(G),2025-06-30T00:00:00.000Z,490.86,Equity : Thematic,45348
HDFC Nifty500 Multicap 50:25:25 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,490.29,Equity : Index Funds,48970
Bandhan Bond Fund - Income Plan-Reg(G),2025-06-30T00:00:00.000Z,488.09,Debt : Long Duration,1090
ICICI Pru Nifty Midcap 150 ETF,2025-06-30T00:00:00.000Z,488.02,Equity : ETFs,44494
ICICI Pru Nifty IT ETF,2025-06-30T00:00:00.000Z,486.86,Equity : ETFs,44401
Kotak Nifty 200 Momentum 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,483.88,Equity : Index Funds,47977
SBI FMP-42-1857D-Reg(G),2025-06-30T00:00:00.000Z,483.77,Debt : FTP/FMP,45447
Axis Nifty Midcap 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,479.4,Equity : Index Funds,46459
Union Active Momentum Fund-Reg(G),2025-06-30T00:00:00.000Z,476.48,Equity : Thematic,49020
HDFC FMP-Sr 46-1861D-Mar 2022-Reg(G),2025-06-30T00:00:00.000Z,475.21,Debt : FTP/FMP,46453
UTI Dynamic Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,472.77,Debt : Dynamic Bond,11896
Sundaram Banking & PSU Fund(G),2025-06-30T00:00:00.000Z,468.41,Debt : Banking & PSU,2960
ICICI Pru FMP-85-10Y-I(G),2025-06-30T00:00:00.000Z,467.24,Debt : FTP/FMP,43023
Samco Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,466.27,Equity : Flexi Cap,46217
Canara Rob Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,465.62,Debt : Short Duration,12382
Union Largecap Fund-Reg(G),2025-06-30T00:00:00.000Z,465.3,Equity : Large Cap,33066
Bandhan CRISIL IBX Gilt April 2032 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,464.02,Debt : Long Duration,47601
DSP Nifty Midcap 150 Quality 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,463.53,Equity : Index Funds,46467
Kotak FMP-292-1735D(G),2025-06-30T00:00:00.000Z,463.07,Debt : FTP/FMP,45679
Kotak FMP-292-1735D(IDCW),2025-06-30T00:00:00.000Z,463.07,Debt : FTP/FMP,45790
Nippon India Nifty 500 Equal Weight Index Fund-Reg(G),2025-06-30T00:00:00.000Z,457.59,Equity : Index Funds,49022
Kotak Healthcare Fund-Reg(G),2025-06-30T00:00:00.000Z,453.45,Equity : Sectoral - Pharma,47949
LIC MF Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,452.59,Debt : Overnight,43784
Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund-Reg(G),2025-04-30T00:00:00.000Z,452.2,Debt : Medium Duration,45992
Mahindra Manulife Value Fund-Reg(G),2025-06-30T00:00:00.000Z,450.32,Equity : Value / Contra,49460
WOC Banking & Financial Services Fund-Reg(G),2025-06-30T00:00:00.000Z,448.02,Equity : Sectoral - Financial Services,48332
Mirae Asset Nifty 200 Alpha 30 ETF,2025-06-30T00:00:00.000Z,444.28,Equity : ETFs,48243
ITI ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,434.7,Equity : Tax Saving (ELSS),44014
Bandhan Floater Fund-Reg(G),2025-06-30T00:00:00.000Z,434.62,Debt : Floater,41962
Nippon India Medium to Long Duration Fund(G),2025-06-30T00:00:00.000Z,431.99,Debt : Medium to Long Duration,2580
Mirae Asset Nifty Financial Services ETF,2025-06-30T00:00:00.000Z,431.64,Equity : ETFs,45669
Edelweiss ELSS Tax saver Fund-Reg(G),2025-06-30T00:00:00.000Z,431.13,Equity : Tax Saving (ELSS),7545
Union Focused Fund-Reg(G),2025-06-30T00:00:00.000Z,426.93,Equity : Multi Cap,22068
Samco Dynamic Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,426.78,Hybrid : Dynamic Asset Allocation,48331
Union Corporate Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,426.27,Debt : Corporate Bond,39478
Invesco India Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,425.58,Hybrid : Equity Oriented,41505
Quant Healthcare Fund-Reg(G),2025-06-30T00:00:00.000Z,425.34,Equity : Sectoral - Pharma,48035
Bank of India Large & Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,418.3,Equity : Large & Mid Cap,6434
Aditya Birla SL Retirement Fund-30-Reg(G),2025-06-30T00:00:00.000Z,417.62,Hybrid : Solution Oriented,32078
SBI FMP-81-1157D-Reg(G),2025-06-30T00:00:00.000Z,416.19,Debt : FTP/FMP,47876
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Reg(G),2025-06-30T00:00:00.000Z,413.66,Debt : Ultra Short Duration,49672
Kotak Transportation & Logistics Fund-Reg(G),2025-06-30T00:00:00.000Z,412.7,Equity : Sectoral - Auto,48943
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,410.64,Debt : Banking & PSU,47034
Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G),2025-06-30T00:00:00.000Z,410.11,Equity : Index Funds,44741
Quant Teck Fund-Reg(G),2025-06-30T00:00:00.000Z,408.29,Equity : Sectoral - Technology,48195
PGIM India Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,408.22,Equity : Multi Cap,48968
ITI Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,408.15,Hybrid : Dynamic Asset Allocation,44362
Invesco India Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,406.18,Hybrid : Multi Asset Allocation,49224
WOC ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,405.8,Equity : Tax Saving (ELSS),46773
Aditya Birla SL NASDAQ 100 FOF-Reg(G),2025-06-30T00:00:00.000Z,405.27,FoFs : Overseas,45711
SBI FMP-64-1169D-Reg(G),2025-06-30T00:00:00.000Z,404.95,Debt : FTP/FMP,46858
Tata BSE Sensex Index Fund-Reg(G),2025-06-30T00:00:00.000Z,404.16,Equity : Index Funds,3249
LIC MF Gold ETF,2025-06-30T00:00:00.000Z,403.8,Gold : ETFs,15131
HDFC Silver ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,403.32,Gold : MFs,46465
DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,402.29,Debt : Long Duration,47476
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Reg(G),2025-06-30T00:00:00.000Z,398.04,Debt : Gilt,47186
SBI LT Advantage Fund-V-Reg(G),2025-06-30T00:00:00.000Z,393.89,Equity : Tax Saving (ELSS),38291
Edelweiss Gold and Silver ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,392.94,FoFs : Domestic,46800
Bank of India Consumption Fund-Reg(G),2025-06-30T00:00:00.000Z,391.31,Equity : Thematic - Consumption,49323
DSP Nifty Private Bank ETF,2025-06-30T00:00:00.000Z,391.22,Equity : ETFs,47907
Kotak CRISIL-IBX AAA Financial Services Index - Sep 2027 Fund-Reg(G),2025-06-30T00:00:00.000Z,390.74,Debt : Medium to Long Duration,49109
SBI FMP-44-1855D-Reg(G),2025-06-30T00:00:00.000Z,390.55,Debt : FTP/FMP,45552
Baroda BNP Paribas Retirement Fund-Reg(G),2025-06-30T00:00:00.000Z,389.83,Hybrid : Solution Oriented,48794
SBI Silver ETF FOF-Reg(G),2025-06-30T00:00:00.000Z,388.37,FoFs : Domestic,48895
Kotak Nifty IT ETF,2025-06-30T00:00:00.000Z,387.56,Equity : ETFs,45377
Quant Commodities Fund-Reg(G),2025-06-30T00:00:00.000Z,387.22,Equity : Thematic,48343
Edelweiss Consumption Fund-Reg(G),2025-06-30T00:00:00.000Z,387.13,Equity : Thematic - Consumption,49329
Nippon India Nifty SDL Plus G-Sec-Jun 2028 Maturity 70:30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,383.11,Debt : Medium to Long Duration,46822
Aditya Birla SL Nifty Midcap 150 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,382.5,Equity : Index Funds,44738
HDFC NIFTY 100 Equal Weight Index Fund-Reg(G),2025-06-30T00:00:00.000Z,381.95,Equity : Index Funds,45997
Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,380.96,FoFs : Overseas,45943
Samco Multi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,378.43,Equity : Multi Cap,49152
Mirae Asset Hang Seng TECH ETF,2025-06-30T00:00:00.000Z,376.08,Equity : ETFs,45737
Tata Childrens Fund-Reg(G),2025-06-30T00:00:00.000Z,375.77,Hybrid : Solution Oriented,3304
HDFC NIFTY Midcap 150 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,374.75,Equity : Index Funds,46619
Aditya Birla SL CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,373.4,Debt : Medium to Long Duration,46897
Motilal Oswal Gold and Silver ETFs FoF-Reg(G),2025-06-30T00:00:00.000Z,371.27,Gold : MFs,17788
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,2025-06-30T00:00:00.000Z,367.85,Equity : ETFs,48681
Sundaram Low Duration Fund(G),2025-06-30T00:00:00.000Z,367.63,Debt : Low Duration,2343
Axis Credit Risk Fund-Reg(G),2025-06-30T00:00:00.000Z,367.02,Debt : Credit Risk,23018
Taurus Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,366.04,Equity : Flexi Cap,3317
Axis NIFTY Bank ETF,2025-06-30T00:00:00.000Z,365.53,Equity : ETFs,14654
WOC Pharma and Healthcare Fund-Reg(G),2025-06-30T00:00:00.000Z,364.1,Equity : Sectoral - Pharma,48472
Motilal Oswal Nifty Next 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,359.99,Equity : Index Funds,44368
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Reg(G),2025-06-30T00:00:00.000Z,359.74,Debt : Ultra Short Duration,49706
WOC Digital Bharat Fund-Reg(G),2025-06-30T00:00:00.000Z,359.56,Equity : Sectoral - Technology,49129
Franklin India Floating Rate Fund(G),2025-06-30T00:00:00.000Z,358.3,Debt : Floater,3392
Baroda BNP Paribas Corp Bond Fund(G),2025-06-30T00:00:00.000Z,357.32,Debt : Corporate Bond,6932
Axis Nifty Next 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,357.04,Equity : Index Funds,45702
PGIM India Liquid Fund(G),2025-06-30T00:00:00.000Z,356.65,Debt : Liquid,818
HDFC NIFTY 100 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,355.16,Equity : Index Funds,45996
Bandhan G-Sec-Constant Maturity Plan-Reg(G),2025-06-30T00:00:00.000Z,353.8,Debt : Gilt (10 Yr Constant Duration),1079
Bandhan FTP-179-3652D-Reg(G),2025-06-30T00:00:00.000Z,353.66,Debt : FTP/FMP,42924
HSBC Nifty 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,353.58,Equity : Index Funds,44938
Bajaj Finserv Nifty Bank ETF,2025-06-30T00:00:00.000Z,352.26,Equity : ETFs,48462
Franklin India Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,349.68,Hybrid : Arbitrage,49339
Nippon India Taiwan Equity Fund-Reg(G),2025-06-30T00:00:00.000Z,349.43,Equity : International,45690
Bank of India Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,348.25,Hybrid : Multi Asset Allocation,48027
Invesco India Technology Fund-Reg(G),2025-06-30T00:00:00.000Z,347.74,Equity : Sectoral - Technology,49047
Bandhan Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,346.75,Hybrid : Equity Oriented,5300
UTI CRISIL SDL Maturity April 2033 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,346.31,Debt : Long Duration,47337
LIC MF Midcap Fund(G),2025-06-30T00:00:00.000Z,345.03,Equity : Mid Cap,36348
Helios Large & Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,344.81,Equity : Large & Mid Cap,49245
SBI BSE Sensex Index Fund-Reg(G),2025-06-30T00:00:00.000Z,344.02,Equity : Index Funds,47966
LIC MF Nifty 50 Index Fund(G),2025-06-30T00:00:00.000Z,342.19,Equity : Index Funds,2129
SBI FMP-72-1239D-Reg(G),2025-06-30T00:00:00.000Z,341.51,Debt : FTP/FMP,47208
SBI FMP-61-1927D-Reg(G),2025-06-30T00:00:00.000Z,341.44,Debt : FTP/FMP,46511
HDFC NIFTY Private Bank ETF,2025-06-30T00:00:00.000Z,341.21,Equity : ETFs,46045
Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,338.25,Debt : Medium to Long Duration,46821
HDFC NIFTY100 Low Volatility 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,337.15,Equity : Index Funds,48653
Mirae Asset Global X Artificial Intelligence & Technology ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,336.5,FoFs : Overseas,45380
Quantum Gold Fund ETF,2025-06-30T00:00:00.000Z,336.06,Gold : ETFs,4326
ITI Value Fund-Reg(G),2025-06-30T00:00:00.000Z,335.57,Equity : Value / Contra,45382
Union Arbitrage Fund-Reg(G),2025-06-30T00:00:00.000Z,334.66,Hybrid : Arbitrage,42524
Axis Retirement Fund-Dynamic Plan-Reg(G),2025-06-30T00:00:00.000Z,334.14,Hybrid : Solution Oriented,43842
Union Value Fund-Reg(G),2025-06-30T00:00:00.000Z,333.24,Equity : Value / Contra,41740
Bajaj Finserv Healthcare Fund-Reg(G),2025-06-30T00:00:00.000Z,332.33,Equity : Sectoral - Pharma,49421
SBI Nifty India Consumption Index Fund-Reg(G),2025-06-30T00:00:00.000Z,332.07,Equity : Index Funds,49106
SBI Nifty200 Quality 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,331.67,Equity : Index Funds,49729
Bandhan US Equity FoF-Reg(G),2025-06-30T00:00:00.000Z,330.96,FoFs : Overseas,45674
Bandhan US Equity FoF-Reg(IDCW),2025-06-30T00:00:00.000Z,330.96,FoFs : Overseas,45675
UTI Medium to Long Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,330.24,Debt : Medium to Long Duration,3441
HDFC FMP-Sr 46-1359D-Sep 2022-Reg(G),2025-06-30T00:00:00.000Z,329.91,Debt : FTP/FMP,46945
Nippon India Nifty Auto ETF,2025-06-30T00:00:00.000Z,329.78,Equity : ETFs,45713
Tata Nifty India Tourism Index Fund-Reg(G),2025-06-30T00:00:00.000Z,329.78,Equity : Index Funds,48992
UTI FTIF-XXXV-I(1260D)(G),2025-06-30T00:00:00.000Z,329.71,Debt : FTP/FMP,45364
Navi Large & Midcap Fund-Reg(G),2025-06-30T00:00:00.000Z,327.86,Equity : Large & Mid Cap,31897
Zerodha Gold ETF,2025-06-30T00:00:00.000Z,327.17,Gold : ETFs,48500
ICICI Pru Global Advantage Fund(FOF)(G),2025-06-30T00:00:00.000Z,325.95,FoFs : Overseas,43240
Aditya Birla SL CRISIL-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Reg(G),2025-06-30T00:00:00.000Z,324.61,Debt : Short Duration,49202
Taurus Ethical Fund-Reg(G),2025-06-30T00:00:00.000Z,321.7,Equity : Multi Cap,7615
ICICI Pru BSE 500 ETF,2025-06-30T00:00:00.000Z,321.02,Equity : ETFs,38531
Groww Nifty Total Market Index Fund-Reg(G),2025-06-30T00:00:00.000Z,319.55,Equity : Index Funds,48247
Aditya Birla SL FTP-TI-1837D-Reg(G),2025-06-30T00:00:00.000Z,318.29,Debt : FTP/FMP,45593
ITI Banking & Financial Services Fund-Reg(G),2025-06-30T00:00:00.000Z,318.14,Equity : Sectoral - Financial Services,45720
DSP Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,314.71,Debt : Medium Duration,637
HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Reg(G),2025-06-30T00:00:00.000Z,314.69,Debt : Ultra Short Duration,49838
SBI FMP-53-1839D-Reg(G),2025-06-30T00:00:00.000Z,313.99,Debt : FTP/FMP,45972
Helios Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,313.35,Hybrid : Dynamic Asset Allocation,48678
Nippon India ETF Nifty 100,2025-06-30T00:00:00.000Z,308.04,Equity : ETFs,17643
Franklin India Low Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,307.2,Debt : Low Duration,49676
Quant ESG Integration Strategy Fund-Reg(G),2025-06-30T00:00:00.000Z,305.11,Equity : Thematic,45130
Navi Nifty Midcap 150 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,304.59,Equity : Index Funds,45861
SBI FMP-51-1846D-Reg(G),2025-06-30T00:00:00.000Z,303.46,Debt : FTP/FMP,45889
Invesco India - Invesco Global Consumer Trends FoF-Reg(G),2025-06-30T00:00:00.000Z,300.75,FoFs : Overseas,45201
Baroda BNP Paribas Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,298.82,Debt : Short Duration,8374
Samco Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,298.04,Hybrid : Multi Asset Allocation,49316
Tata Nifty Capital Markets Index Fund-Reg(G),2025-06-30T00:00:00.000Z,294.48,Equity : Index Funds,49234
Axis Nifty 500 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,293.54,Equity : Index Funds,48963
JM Focused Fund-Reg(G),2025-06-30T00:00:00.000Z,290.36,Equity : Large Cap,4282
LIC MF Ultra Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,290.29,Debt : Ultra Short Duration,44073
